Temperature (C),Pressure (kPa),Density (g/ml),Volume (ml/g),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
22,19933,0.92762,1.078,9.5317,10.477,47.161,40.411,92.024,613.09,0.23103,98.658,0.11176,liquid
22,20000,0.92803,1.0776,9.5275,10.476,47.146,40.41,91.944,613.83,0.22933,98.769,0.11185,liquid
22,20067,0.92843,1.0771,9.5233,10.475,47.131,40.409,91.864,614.58,0.22764,98.879,0.11194,liquid
22,20133,0.92883,1.0766,9.5192,10.473,47.115,40.409,91.785,615.33,0.22596,98.989,0.11202,liquid
22,20200,0.92923,1.0762,9.5151,10.472,47.1,40.408,91.706,616.07,0.22429,99.099,0.11211,liquid
22,20267,0.92962,1.0757,9.511,10.47,47.084,40.407,91.628,616.81,0.22262,99.209,0.1122,liquid
22,20333,0.93002,1.0752,9.5069,10.469,47.069,40.406,91.55,617.55,0.22097,99.318,0.11229,liquid
22,20400,0.93042,1.0748,9.5028,10.468,47.054,40.406,91.473,618.28,0.21933,99.428,0.11237,liquid
22,20467,0.93081,1.0743,9.4987,10.466,47.039,40.405,91.396,619.02,0.2177,99.537,0.11246,liquid
22,20533,0.9312,1.0739,9.4946,10.465,47.024,40.404,91.32,619.75,0.21608,99.646,0.11255,liquid
22,20600,0.9316,1.0734,9.4906,10.464,47.008,40.403,91.244,620.48,0.21446,99.755,0.11263,liquid
22,20667,0.93199,1.073,9.4866,10.462,46.993,40.403,91.169,621.21,0.21286,99.863,0.11272,liquid
22,20733,0.93238,1.0725,9.4825,10.461,46.978,40.402,91.095,621.94,0.21126,99.972,0.1128,liquid
22,20800,0.93276,1.0721,9.4785,10.46,46.963,40.402,91.02,622.66,0.20968,100.08,0.11289,liquid
22,20867,0.93315,1.0716,9.4745,10.459,46.948,40.401,90.947,623.39,0.2081,100.19,0.11298,liquid
22,20933,0.93354,1.0712,9.4705,10.457,46.934,40.4,90.874,624.11,0.20653,100.3,0.11306,liquid
22,21000,0.93392,1.0708,9.4665,10.456,46.919,40.4,90.801,624.83,0.20497,100.4,0.11315,liquid
22,21067,0.9343,1.0703,9.4626,10.455,46.904,40.399,90.729,625.54,0.20342,100.51,0.11323,liquid
22,21133,0.93469,1.0699,9.4586,10.454,46.889,40.399,90.657,626.26,0.20188,100.62,0.11332,liquid
22,21200,0.93507,1.0694,9.4547,10.452,46.874,40.398,90.585,626.97,0.20035,100.73,0.1134,liquid
22,21267,0.93545,1.069,9.4507,10.451,46.86,40.398,90.514,627.69,0.19883,100.83,0.11349,liquid
22,21333,0.93582,1.0686,9.4468,10.45,46.845,40.398,90.444,628.4,0.19731,100.94,0.11357,liquid
22,21400,0.9362,1.0681,9.4429,10.449,46.83,40.397,90.374,629.1,0.19581,101.05,0.11365,liquid
22,21467,0.93658,1.0677,9.439,10.448,46.816,40.397,90.304,629.81,0.19431,101.15,0.11374,liquid
22,21533,0.93695,1.0673,9.4351,10.447,46.801,40.396,90.235,630.51,0.19282,101.26,0.11382,liquid
22,21600,0.93733,1.0669,9.4312,10.445,46.787,40.396,90.166,631.22,0.19134,101.37,0.11391,liquid
22,21667,0.9377,1.0664,9.4273,10.444,46.772,40.396,90.098,631.92,0.18986,101.47,0.11399,liquid
22,21733,0.93807,1.066,9.4235,10.443,46.758,40.395,90.03,632.62,0.1884,101.58,0.11407,liquid
22,21800,0.93844,1.0656,9.4196,10.442,46.743,40.395,89.963,633.32,0.18694,101.68,0.11416,liquid
22,21867,0.93881,1.0652,9.4158,10.441,46.729,40.395,89.896,634.01,0.18549,101.79,0.11424,liquid
22,21933,0.93918,1.0648,9.412,10.44,46.715,40.394,89.829,634.71,0.18405,101.89,0.11432,liquid
22,22000,0.93955,1.0643,9.4081,10.439,46.7,40.394,89.763,635.4,0.18261,102,0.1144,liquid
22,22067,0.93991,1.0639,9.4043,10.438,46.686,40.394,89.697,636.09,0.18119,102.1,0.11449,liquid
22,22133,0.94028,1.0635,9.4005,10.436,46.672,40.393,89.632,636.78,0.17977,102.21,0.11457,liquid
22,22200,0.94064,1.0631,9.3967,10.435,46.658,40.393,89.566,637.47,0.17836,102.31,0.11465,liquid
22,22267,0.94101,1.0627,9.393,10.434,46.643,40.393,89.502,638.15,0.17695,102.42,0.11473,liquid
22,22333,0.94137,1.0623,9.3892,10.433,46.629,40.393,89.438,638.84,0.17556,102.52,0.11482,liquid
22,22400,0.94173,1.0619,9.3854,10.432,46.615,40.393,89.374,639.52,0.17417,102.63,0.1149,liquid
22,22467,0.94209,1.0615,9.3817,10.431,46.601,40.392,89.31,640.2,0.17279,102.73,0.11498,liquid
22,22533,0.94245,1.0611,9.378,10.43,46.587,40.392,89.247,640.88,0.17141,102.84,0.11506,liquid
22,22600,0.94281,1.0607,9.3742,10.429,46.573,40.392,89.184,641.56,0.17005,102.94,0.11514,liquid
22,22667,0.94317,1.0603,9.3705,10.428,46.559,40.392,89.122,642.24,0.16869,103.04,0.11522,liquid
22,22733,0.94352,1.0599,9.3668,10.427,46.545,40.392,89.06,642.91,0.16733,103.15,0.1153,liquid
22,22800,0.94388,1.0595,9.3631,10.426,46.531,40.392,88.998,643.59,0.16599,103.25,0.11538,liquid
22,22867,0.94423,1.0591,9.3594,10.425,46.518,40.392,88.936,644.26,0.16465,103.35,0.11546,liquid
22,22933,0.94458,1.0587,9.3557,10.424,46.504,40.392,88.875,644.93,0.16332,103.46,0.11554,liquid
22,23000,0.94494,1.0583,9.3521,10.423,46.49,40.391,88.815,645.6,0.16199,103.56,0.11563,liquid
22,23067,0.94529,1.0579,9.3484,10.422,46.476,40.391,88.754,646.27,0.16067,103.66,0.11571,liquid
22,23133,0.94564,1.0575,9.3448,10.421,46.462,40.391,88.694,646.93,0.15936,103.77,0.11579,liquid
22,23200,0.94599,1.0571,9.3411,10.42,46.449,40.391,88.635,647.6,0.15806,103.87,0.11587,liquid
22,23267,0.94634,1.0567,9.3375,10.42,46.435,40.391,88.576,648.26,0.15676,103.97,0.11594,liquid
22,23333,0.94668,1.0563,9.3339,10.419,46.421,40.391,88.517,648.92,0.15547,104.07,0.11602,liquid
22,23400,0.94703,1.0559,9.3302,10.418,46.408,40.391,88.458,649.58,0.15418,104.18,0.1161,liquid
22,23467,0.94738,1.0555,9.3266,10.417,46.394,40.391,88.4,650.24,0.1529,104.28,0.11618,liquid
22,23533,0.94772,1.0552,9.323,10.416,46.381,40.391,88.342,650.9,0.15163,104.38,0.11626,liquid
22,23600,0.94806,1.0548,9.3194,10.415,46.367,40.391,88.284,651.55,0.15036,104.48,0.11634,liquid
22,23667,0.94841,1.0544,9.3159,10.414,46.354,40.391,88.227,652.21,0.1491,104.58,0.11642,liquid
22,23733,0.94875,1.054,9.3123,10.413,46.34,40.392,88.17,652.86,0.14785,104.68,0.1165,liquid
22,23800,0.94909,1.0536,9.3087,10.412,46.327,40.392,88.113,653.51,0.1466,104.79,0.11658,liquid
22,23867,0.94943,1.0533,9.3052,10.412,46.314,40.392,88.056,654.16,0.14536,104.89,0.11666,liquid
22,23933,0.94977,1.0529,9.3016,10.411,46.3,40.392,88,654.81,0.14412,104.99,0.11673,liquid
22,24000,0.95011,1.0525,9.2981,10.41,46.287,40.392,87.944,655.46,0.14289,105.09,0.11681,liquid
22,24067,0.95044,1.0521,9.2946,10.409,46.274,40.392,87.889,656.1,0.14167,105.19,0.11689,liquid
22,24133,0.95078,1.0518,9.2911,10.408,46.26,40.392,87.834,656.75,0.14045,105.29,0.11697,liquid
22,24200,0.95112,1.0514,9.2876,10.407,46.247,40.392,87.779,657.39,0.13924,105.39,0.11705,liquid
22,24267,0.95145,1.051,9.2841,10.407,46.234,40.392,87.724,658.03,0.13804,105.49,0.11712,liquid
22,24333,0.95178,1.0507,9.2806,10.406,46.221,40.393,87.67,658.67,0.13684,105.59,0.1172,liquid
22,24400,0.95212,1.0503,9.2771,10.405,46.208,40.393,87.616,659.31,0.13564,105.69,0.11728,liquid
22,24467,0.95245,1.0499,9.2736,10.404,46.195,40.393,87.562,659.95,0.13445,105.79,0.11736,liquid
22,24533,0.95278,1.0496,9.2701,10.403,46.181,40.393,87.509,660.58,0.13327,105.89,0.11743,liquid
22,24600,0.95311,1.0492,9.2667,10.403,46.168,40.393,87.455,661.22,0.13209,105.99,0.11751,liquid
22,24667,0.95344,1.0488,9.2632,10.402,46.155,40.394,87.402,661.85,0.13092,106.09,0.11759,liquid
22,24733,0.95377,1.0485,9.2598,10.401,46.142,40.394,87.35,662.49,0.12976,106.19,0.11766,liquid
22,24800,0.9541,1.0481,9.2563,10.4,46.129,40.394,87.297,663.12,0.12859,106.29,0.11774,liquid
22,24867,0.95443,1.0478,9.2529,10.4,46.116,40.394,87.245,663.75,0.12744,106.39,0.11782,liquid
22,24933,0.95475,1.0474,9.2495,10.399,46.104,40.394,87.193,664.38,0.12629,106.49,0.11789,liquid
22,25000,0.95508,1.047,9.2461,10.398,46.091,40.395,87.142,665,0.12515,106.59,0.11797,liquid
22,25067,0.9554,1.0467,9.2427,10.397,46.078,40.395,87.091,665.63,0.12401,106.69,0.11804,liquid
22,25133,0.95573,1.0463,9.2393,10.397,46.065,40.395,87.04,666.25,0.12287,106.79,0.11812,liquid
22,25200,0.95605,1.046,9.2359,10.396,46.052,40.396,86.989,666.88,0.12174,106.88,0.1182,liquid
22,25267,0.95637,1.0456,9.2325,10.395,46.039,40.396,86.938,667.5,0.12062,106.98,0.11827,liquid
22,25333,0.95669,1.0453,9.2292,10.395,46.027,40.396,86.888,668.12,0.1195,107.08,0.11835,liquid
22,25400,0.95702,1.0449,9.2258,10.394,46.014,40.396,86.838,668.74,0.11839,107.18,0.11842,liquid
22,25467,0.95734,1.0446,9.2224,10.393,46.001,40.397,86.788,669.36,0.11728,107.28,0.1185,liquid
22,25533,0.95765,1.0442,9.2191,10.392,45.989,40.397,86.739,669.98,0.11618,107.38,0.11857,liquid
22,25600,0.95797,1.0439,9.2157,10.392,45.976,40.397,86.689,670.59,0.11508,107.47,0.11865,liquid
22,25667,0.95829,1.0435,9.2124,10.391,45.963,40.398,86.64,671.21,0.11399,107.57,0.11872,liquid
22,25733,0.95861,1.0432,9.2091,10.391,45.951,40.398,86.592,671.82,0.1129,107.67,0.1188,liquid
22,25800,0.95892,1.0428,9.2058,10.39,45.938,40.398,86.543,672.44,0.11182,107.77,0.11887,liquid
22,25867,0.95924,1.0425,9.2025,10.389,45.926,40.399,86.495,673.05,0.11074,107.86,0.11895,liquid
22,25933,0.95955,1.0422,9.1992,10.389,45.913,40.399,86.447,673.66,0.10966,107.96,0.11902,liquid
22,26000,0.95987,1.0418,9.1959,10.388,45.901,40.4,86.399,674.27,0.10859,108.06,0.1191,liquid
22,26067,0.96018,1.0415,9.1926,10.387,45.888,40.4,86.351,674.88,0.10753,108.16,0.11917,liquid
22,26133,0.96049,1.0411,9.1893,10.387,45.876,40.4,86.304,675.48,0.10647,108.25,0.11924,liquid
22,26200,0.96081,1.0408,9.186,10.386,45.863,40.401,86.257,676.09,0.10542,108.35,0.11932,liquid
22,26267,0.96112,1.0405,9.1827,10.386,45.851,40.401,86.21,676.69,0.10437,108.45,0.11939,liquid
22,26333,0.96143,1.0401,9.1795,10.385,45.839,40.402,86.163,677.3,0.10332,108.54,0.11946,liquid
22,26400,0.96174,1.0398,9.1762,10.384,45.826,40.402,86.117,677.9,0.10228,108.64,0.11954,liquid
22,26467,0.96205,1.0395,9.173,10.384,45.814,40.402,86.07,678.5,0.10124,108.74,0.11961,liquid
22,26533,0.96235,1.0391,9.1697,10.383,45.802,40.403,86.024,679.1,0.10021,108.83,0.11969,liquid
22,26600,0.96266,1.0388,9.1665,10.383,45.789,40.403,85.978,679.7,0.099185,108.93,0.11976,liquid
22,26667,0.96297,1.0385,9.1633,10.382,45.777,40.404,85.933,680.3,0.098162,109.03,0.11983,liquid
22,26733,0.96327,1.0381,9.1601,10.381,45.765,40.404,85.888,680.89,0.097144,109.12,0.1199,liquid
22,26800,0.96358,1.0378,9.1569,10.381,45.753,40.405,85.842,681.49,0.09613,109.22,0.11998,liquid
22,26867,0.96388,1.0375,9.1537,10.38,45.741,40.405,85.797,682.08,0.095121,109.31,0.12005,liquid
22,26933,0.96419,1.0371,9.1505,10.38,45.728,40.406,85.753,682.68,0.094115,109.41,0.12012,liquid
22,27000,0.96449,1.0368,9.1473,10.379,45.716,40.406,85.708,683.27,0.093115,109.51,0.1202,liquid
22,27067,0.96479,1.0365,9.1441,10.379,45.704,40.407,85.664,683.86,0.092118,109.6,0.12027,liquid
22,27133,0.9651,1.0362,9.1409,10.378,45.692,40.407,85.62,684.45,0.091125,109.7,0.12034,liquid
22,27200,0.9654,1.0358,9.1377,10.378,45.68,40.408,85.576,685.04,0.090137,109.79,0.12041,liquid
22,27267,0.9657,1.0355,9.1346,10.377,45.668,40.408,85.532,685.63,0.089153,109.89,0.12048,liquid
22,27333,0.966,1.0352,9.1314,10.377,45.656,40.409,85.489,686.22,0.088173,109.98,0.12056,liquid
22,27400,0.9663,1.0349,9.1283,10.376,45.644,40.409,85.445,686.8,0.087198,110.08,0.12063,liquid
22,27467,0.96659,1.0346,9.1251,10.376,45.632,40.41,85.402,687.39,0.086226,110.17,0.1207,liquid
22,27533,0.96689,1.0342,9.122,10.375,45.62,40.41,85.359,687.97,0.085258,110.27,0.12077,liquid
22,27600,0.96719,1.0339,9.1189,10.375,45.608,40.411,85.317,688.56,0.084295,110.36,0.12084,liquid
22,27667,0.96749,1.0336,9.1157,10.374,45.596,40.411,85.274,689.14,0.083335,110.46,0.12091,liquid
22,27733,0.96778,1.0333,9.1126,10.374,45.584,40.412,85.232,689.72,0.08238,110.55,0.12099,liquid
22,27800,0.96808,1.033,9.1095,10.373,45.573,40.412,85.19,690.3,0.081428,110.65,0.12106,liquid
22,27867,0.96837,1.0327,9.1064,10.373,45.561,40.413,85.148,690.88,0.080481,110.74,0.12113,liquid
22,27933,0.96867,1.0323,9.1033,10.372,45.549,40.414,85.106,691.46,0.079537,110.84,0.1212,liquid
22,28000,0.96896,1.032,9.1002,10.372,45.537,40.414,85.064,692.03,0.078597,110.93,0.12127,liquid
22,28067,0.96925,1.0317,9.0971,10.372,45.525,40.415,85.023,692.61,0.077661,111.02,0.12134,liquid
22,28133,0.96954,1.0314,9.094,10.371,45.514,40.415,84.982,693.18,0.076729,111.12,0.12141,liquid
22,28200,0.96984,1.0311,9.091,10.371,45.502,40.416,84.941,693.76,0.075801,111.21,0.12148,liquid
22,28267,0.97013,1.0308,9.0879,10.37,45.49,40.417,84.9,694.33,0.074876,111.31,0.12155,liquid
22,28333,0.97042,1.0305,9.0848,10.37,45.479,40.417,84.859,694.9,0.073955,111.4,0.12162,liquid
22,28400,0.97071,1.0302,9.0818,10.369,45.467,40.418,84.819,695.47,0.073038,111.49,0.12169,liquid
22,28467,0.97099,1.0299,9.0787,10.369,45.455,40.418,84.779,696.04,0.072125,111.59,0.12176,liquid
22,28533,0.97128,1.0296,9.0757,10.369,45.444,40.419,84.738,696.61,0.071215,111.68,0.12183,liquid
22,28600,0.97157,1.0293,9.0727,10.368,45.432,40.42,84.698,697.18,0.070309,111.77,0.1219,liquid
22,28667,0.97186,1.029,9.0696,10.368,45.421,40.42,84.659,697.75,0.069407,111.87,0.12197,liquid
22,28733,0.97214,1.0287,9.0666,10.367,45.409,40.421,84.619,698.31,0.068508,111.96,0.12204,liquid
22,28800,0.97243,1.0284,9.0636,10.367,45.398,40.421,84.58,698.88,0.067613,112.05,0.12211,liquid
22,28867,0.97272,1.028,9.0606,10.367,45.386,40.422,84.54,699.44,0.066721,112.15,0.12218,liquid
22,28933,0.973,1.0277,9.0576,10.366,45.375,40.423,84.501,700.01,0.065833,112.24,0.12225,liquid
22,29000,0.97328,1.0274,9.0546,10.366,45.363,40.423,84.462,700.57,0.064948,112.33,0.12232,liquid
22,29067,0.97357,1.0271,9.0516,10.366,45.352,40.424,84.424,701.13,0.064067,112.43,0.12239,liquid
22,29133,0.97385,1.0269,9.0486,10.365,45.34,40.425,84.385,701.69,0.06319,112.52,0.12246,liquid
22,29200,0.97413,1.0266,9.0456,10.365,45.329,40.425,84.347,702.25,0.062315,112.61,0.12253,liquid
22,29267,0.97441,1.0263,9.0426,10.364,45.317,40.426,84.308,702.81,0.061445,112.7,0.1226,liquid
22,29333,0.9747,1.026,9.0396,10.364,45.306,40.427,84.27,703.37,0.060577,112.8,0.12267,liquid
22,29400,0.97498,1.0257,9.0367,10.364,45.295,40.427,84.232,703.93,0.059714,112.89,0.12274,liquid
22,29467,0.97526,1.0254,9.0337,10.363,45.283,40.428,84.194,704.48,0.058853,112.98,0.12281,liquid
22,29533,0.97554,1.0251,9.0308,10.363,45.272,40.429,84.157,705.04,0.057996,113.07,0.12287,liquid
22,29600,0.97582,1.0248,9.0278,10.363,45.261,40.43,84.119,705.59,0.057142,113.16,0.12294,liquid
22,29667,0.97609,1.0245,9.0249,10.362,45.25,40.43,84.082,706.15,0.056291,113.26,0.12301,liquid
22,29733,0.97637,1.0242,9.0219,10.362,45.238,40.431,84.045,706.7,0.055444,113.35,0.12308,liquid
22,29800,0.97665,1.0239,9.019,10.362,45.227,40.432,84.008,707.25,0.0546,113.44,0.12315,liquid
22,29867,0.97693,1.0236,9.0161,10.362,45.216,40.432,83.971,707.8,0.053759,113.53,0.12322,liquid
22,29933,0.9772,1.0233,9.0132,10.361,45.205,40.433,83.934,708.35,0.052921,113.62,0.12328,liquid
22,30000,0.97748,1.023,9.0102,10.361,45.194,40.434,83.898,708.9,0.052087,113.71,0.12335,liquid
22,30067,0.97775,1.0228,9.0073,10.361,45.182,40.435,83.861,709.45,0.051256,113.81,0.12342,liquid
22,30133,0.97803,1.0225,9.0044,10.36,45.171,40.435,83.825,710,0.050428,113.9,0.12349,liquid
22,30200,0.9783,1.0222,9.0015,10.36,45.16,40.436,83.789,710.54,0.049603,113.99,0.12356,liquid
22,30267,0.97857,1.0219,8.9986,10.36,45.149,40.437,83.753,711.09,0.048781,114.08,0.12362,liquid
22,30333,0.97885,1.0216,8.9957,10.36,45.138,40.437,83.717,711.63,0.047962,114.17,0.12369,liquid
22,30400,0.97912,1.0213,8.9929,10.359,45.127,40.438,83.682,712.18,0.047147,114.26,0.12376,liquid
22,30467,0.97939,1.021,8.99,10.359,45.116,40.439,83.646,712.72,0.046334,114.35,0.12383,liquid
22,30533,0.97966,1.0208,8.9871,10.359,45.105,40.44,83.611,713.26,0.045525,114.44,0.12389,liquid
22,30600,0.97993,1.0205,8.9842,10.359,45.094,40.44,83.576,713.8,0.044718,114.54,0.12396,liquid
22,30667,0.9802,1.0202,8.9814,10.358,45.083,40.441,83.541,714.34,0.043915,114.63,0.12403,liquid
22,30733,0.98047,1.0199,8.9785,10.358,45.072,40.442,83.506,714.88,0.043114,114.72,0.1241,liquid
22,30800,0.98074,1.0196,8.9757,10.358,45.061,40.443,83.471,715.42,0.042317,114.81,0.12416,liquid
22,30867,0.98101,1.0194,8.9728,10.358,45.05,40.444,83.436,715.96,0.041522,114.9,0.12423,liquid
22,30933,0.98128,1.0191,8.97,10.357,45.039,40.444,83.402,716.5,0.040731,114.99,0.1243,liquid
22,31000,0.98154,1.0188,8.9672,10.357,45.028,40.445,83.367,717.04,0.039942,115.08,0.12436,liquid
22,31067,0.98181,1.0185,8.9643,10.357,45.017,40.446,83.333,717.57,0.039156,115.17,0.12443,liquid
22,31133,0.98208,1.0182,8.9615,10.357,45.007,40.447,83.299,718.11,0.038374,115.26,0.1245,liquid
22,31200,0.98234,1.018,8.9587,10.356,44.996,40.447,83.265,718.64,0.037594,115.35,0.12456,liquid
22,31267,0.98261,1.0177,8.9559,10.356,44.985,40.448,83.231,719.17,0.036816,115.44,0.12463,liquid
22,31333,0.98287,1.0174,8.9531,10.356,44.974,40.449,83.197,719.71,0.036042,115.53,0.12469,liquid
22,31400,0.98314,1.0171,8.9503,10.356,44.963,40.45,83.164,720.24,0.035271,115.62,0.12476,liquid
22,31467,0.9834,1.0169,8.9475,10.356,44.953,40.451,83.13,720.77,0.034502,115.71,0.12483,liquid
22,31533,0.98367,1.0166,8.9447,10.355,44.942,40.451,83.097,721.3,0.033736,115.8,0.12489,liquid
22,31600,0.98393,1.0163,8.9419,10.355,44.931,40.452,83.064,721.83,0.032973,115.89,0.12496,liquid
22,31667,0.98419,1.0161,8.9391,10.355,44.92,40.453,83.031,722.36,0.032213,115.98,0.12502,liquid
22,31733,0.98445,1.0158,8.9363,10.355,44.91,40.454,82.998,722.88,0.031455,116.07,0.12509,liquid
22,31800,0.98472,1.0155,8.9335,10.355,44.899,40.455,82.965,723.41,0.0307,116.16,0.12516,liquid
22,31867,0.98498,1.0153,8.9308,10.355,44.888,40.456,82.932,723.94,0.029948,116.25,0.12522,liquid
22,31933,0.98524,1.015,8.928,10.354,44.878,40.456,82.9,724.46,0.029198,116.34,0.12529,liquid
22,32000,0.9855,1.0147,8.9252,10.354,44.867,40.457,82.867,724.99,0.028452,116.43,0.12535,liquid
22,32067,0.98576,1.0144,8.9225,10.354,44.856,40.458,82.835,725.51,0.027708,116.51,0.12542,liquid
22,32133,0.98602,1.0142,8.9197,10.354,44.846,40.459,82.803,726.04,0.026966,116.6,0.12548,liquid
22,32200,0.98627,1.0139,8.917,10.354,44.835,40.46,82.771,726.56,0.026227,116.69,0.12555,liquid
22,32267,0.98653,1.0137,8.9142,10.354,44.825,40.461,82.739,727.08,0.025491,116.78,0.12561,liquid
22,32333,0.98679,1.0134,8.9115,10.354,44.814,40.461,82.707,727.6,0.024757,116.87,0.12568,liquid
22,32400,0.98705,1.0131,8.9088,10.353,44.804,40.462,82.675,728.12,0.024026,116.96,0.12574,liquid
22,32467,0.9873,1.0129,8.9061,10.353,44.793,40.463,82.644,728.64,0.023298,117.05,0.12581,liquid
22,32533,0.98756,1.0126,8.9033,10.353,44.783,40.464,82.612,729.16,0.022572,117.14,0.12587,liquid
22,32600,0.98782,1.0123,8.9006,10.353,44.772,40.465,82.581,729.68,0.021848,117.23,0.12594,liquid
22,32667,0.98807,1.0121,8.8979,10.353,44.762,40.466,82.55,730.19,0.021127,117.31,0.126,liquid
22,32733,0.98833,1.0118,8.8952,10.353,44.751,40.466,82.519,730.71,0.020409,117.4,0.12607,liquid
22,32800,0.98858,1.0116,8.8925,10.353,44.741,40.467,82.488,731.23,0.019693,117.49,0.12613,liquid
22,32867,0.98883,1.0113,8.8898,10.353,44.73,40.468,82.457,731.74,0.01898,117.58,0.1262,liquid
22,32933,0.98909,1.011,8.8871,10.352,44.72,40.469,82.426,732.26,0.018269,117.67,0.12626,liquid
22,33000,0.98934,1.0108,8.8844,10.352,44.71,40.47,82.395,732.77,0.017561,117.76,0.12632,liquid
22,33067,0.98959,1.0105,8.8817,10.352,44.699,40.471,82.365,733.28,0.016855,117.84,0.12639,liquid
22,33133,0.98985,1.0103,8.879,10.352,44.689,40.472,82.334,733.8,0.016151,117.93,0.12645,liquid
22,33200,0.9901,1.01,8.8764,10.352,44.679,40.473,82.304,734.31,0.01545,118.02,0.12652,liquid
22,33267,0.99035,1.0097,8.8737,10.352,44.668,40.473,82.274,734.82,0.014751,118.11,0.12658,liquid
22,33333,0.9906,1.0095,8.871,10.352,44.658,40.474,82.244,735.33,0.014055,118.2,0.12664,liquid
22,33400,0.99085,1.0092,8.8684,10.352,44.648,40.475,82.214,735.84,0.013361,118.28,0.12671,liquid
22,33467,0.9911,1.009,8.8657,10.352,44.637,40.476,82.184,736.35,0.012669,118.37,0.12677,liquid
22,33533,0.99135,1.0087,8.8631,10.352,44.627,40.477,82.154,736.85,0.01198,118.46,0.12684,liquid
22,33600,0.9916,1.0085,8.8604,10.352,44.617,40.478,82.124,737.36,0.011293,118.55,0.1269,liquid
22,33667,0.99185,1.0082,8.8578,10.352,44.607,40.479,82.095,737.87,0.010609,118.63,0.12696,liquid
22,33733,0.99209,1.008,8.8551,10.352,44.596,40.48,82.065,738.37,0.0099265,118.72,0.12703,liquid
22,33800,0.99234,1.0077,8.8525,10.351,44.586,40.481,82.036,738.88,0.0092466,118.81,0.12709,liquid
22,33867,0.99259,1.0075,8.8499,10.351,44.576,40.482,82.007,739.38,0.0085689,118.9,0.12715,liquid
22,33933,0.99284,1.0072,8.8472,10.351,44.566,40.482,81.978,739.89,0.0078936,118.98,0.12722,liquid
22,34000,0.99308,1.007,8.8446,10.351,44.556,40.483,81.949,740.39,0.0072205,119.07,0.12728,liquid
22,34067,0.99333,1.0067,8.842,10.351,44.546,40.484,81.92,740.89,0.0065496,119.16,0.12734,liquid
22,34133,0.99357,1.0065,8.8394,10.351,44.536,40.485,81.891,741.4,0.005881,119.24,0.12741,liquid
22,34200,0.99382,1.0062,8.8368,10.351,44.525,40.486,81.862,741.9,0.0052147,119.33,0.12747,liquid
22,34267,0.99406,1.006,8.8342,10.351,44.515,40.487,81.834,742.4,0.0045505,119.42,0.12753,liquid
22,34333,0.99431,1.0057,8.8316,10.351,44.505,40.488,81.805,742.9,0.0038886,119.51,0.12759,liquid
22,34400,0.99455,1.0055,8.829,10.351,44.495,40.489,81.777,743.4,0.0032288,119.59,0.12766,liquid
22,34467,0.9948,1.0052,8.8264,10.351,44.485,40.49,81.748,743.89,0.0025713,119.68,0.12772,liquid
22,34533,0.99504,1.005,8.8238,10.351,44.475,40.491,81.72,744.39,0.0019159,119.77,0.12778,liquid
22,34600,0.99528,1.0047,8.8212,10.351,44.465,40.492,81.692,744.89,0.0012627,119.85,0.12784,liquid
22,34667,0.99552,1.0045,8.8186,10.351,44.455,40.493,81.664,745.39,0.00061158,119.94,0.12791,liquid
22,34733,0.99577,1.0043,8.816,10.351,44.445,40.494,81.636,745.88,-3.74E-05,120.03,0.12797,liquid
22,34800,0.99601,1.004,8.8135,10.351,44.435,40.495,81.608,746.38,-0.00068417,120.11,0.12803,liquid
22,34867,0.99625,1.0038,8.8109,10.351,44.425,40.495,81.581,746.87,-0.0013289,120.2,0.12809,liquid
22,34933,0.99649,1.0035,8.8083,10.351,44.415,40.496,81.553,747.37,-0.0019715,120.28,0.12816,liquid
22,35000,0.99673,1.0033,8.8058,10.351,44.405,40.497,81.525,747.86,-0.002612,120.37,0.12822,liquid
22,35067,0.99697,1.003,8.8032,10.351,44.395,40.498,81.498,748.35,-0.0032504,120.46,0.12828,liquid
22,35133,0.99721,1.0028,8.8007,10.351,44.385,40.499,81.471,748.84,-0.0038867,120.54,0.12834,liquid
22,35200,0.99745,1.0026,8.7981,10.351,44.376,40.5,81.443,749.34,-0.004521,120.63,0.1284,liquid
22,35267,0.99769,1.0023,8.7956,10.351,44.366,40.501,81.416,749.83,-0.0051532,120.71,0.12847,liquid
22,35333,0.99792,1.0021,8.793,10.351,44.356,40.502,81.389,750.32,-0.0057834,120.8,0.12853,liquid
22,35400,0.99816,1.0018,8.7905,10.351,44.346,40.503,81.362,750.81,-0.0064116,120.89,0.12859,liquid
22,35467,0.9984,1.0016,8.788,10.351,44.336,40.504,81.335,751.29,-0.0070377,120.97,0.12865,liquid
22,35533,0.99864,1.0014,8.7854,10.351,44.326,40.505,81.309,751.78,-0.0076618,121.06,0.12871,liquid
22,35600,0.99887,1.0011,8.7829,10.351,44.317,40.506,81.282,752.27,-0.0082839,121.14,0.12877,liquid
22,35667,0.99911,1.0009,8.7804,10.351,44.307,40.507,81.255,752.76,-0.0089041,121.23,0.12883,liquid
22,35733,0.99934,1.0007,8.7779,10.352,44.297,40.508,81.229,753.24,-0.0095222,121.32,0.1289,liquid
